impactPosX,impactPosY,impactVelX,impactVelY,impactAngularVel,spinDirection,spinMagnitude,distanceToStumps,willHitStumps
5.128475,-2.278563,15.728950,5.242213,193.435700,0,10.000000,2.960764,0
5.417627,-2.177566,14.897050,4.650460,208.895400,0,10.000000,2.710175,0
5.289659,-2.752304,15.042940,5.556579,229.058300,0,10.000000,2.721636,1
5.392697,-2.777715,19.869110,6.551384,-1348.845000,1,10.000000,2.616761,1
5.431232,-1.870260,14.196540,4.188887,198.478000,0,10.000000,2.806222,0
5.403738,-2.357857,17.033940,5.567511,183.605800,0,10.000000,2.674495,0
5.391446,-2.016820,14.120070,4.468451,206.747500,0,10.000000,2.787687,0
5.388497,-2.231266,16.539600,5.397932,-1344.295000,1,10.000000,2.722297,0
5.235497,-3.279254,17.993390,-9.530324,-764.273900,1,10.000000,2.778571,1
5.470641,-3.292969,17.815210,-9.468218,-763.510300,1,10.000000,2.546269,1
5.415359,-2.140241,15.290140,4.773410,199.413600,0,10.000000,2.723886,0
5.273860,-2.915508,16.312940,5.796467,227.145900,0,10.000000,2.727449,1
5.422213,-3.199250,16.474190,6.312069,232.604900,0,10.000000,2.585476,1
5.434243,-2.576205,18.692190,6.082143,-1357.101000,1,10.000000,2.600521,1
5.501445,-3.000511,21.554230,-9.644238,-768.103100,1,10.000000,2.498555,1
5.463955,-2.721877,16.129120,5.720301,230.254600,0,10.000000,2.551250,1
5.370565,-2.992712,14.704560,5.798272,239.889600,0,10.000000,2.629445,1
5.389507,-3.167320,20.533660,6.602467,-1339.540000,1,10.000000,2.615850,1
5.654668,-2.867614,19.636620,6.286986,-1342.536000,1,10.000000,2.349066,1
5.361808,-3.174003,19.938410,-9.675267,-766.569100,1,10.000000,2.643924,1
5.419702,-3.130241,15.164190,5.968748,242.291600,0,10.000000,2.583583,1
5.650925,-2.661793,15.527310,5.391304,227.000300,0,10.000000,2.373296,1
5.361454,-2.642885,18.002230,5.871422,-1338.695000,1,10.000000,2.662603,1
5.598271,-3.215331,16.717650,6.297280,232.923300,0,10.000000,2.411362,1
5.426741,-2.268799,15.280720,5.094754,207.890600,0,10.000000,2.675129,0
5.680169,-2.916100,16.877260,5.795646,-1298.280000,1,10.000000,2.321348,1
5.408489,-3.275954,17.999920,6.383725,-1302.135000,1,10.000000,2.606162,1
5.692254,-2.774968,17.932090,5.856788,-1320.837000,1,10.000000,2.318692,1
5.388011,-2.687138,16.040310,5.477536,221.303100,0,10.000000,2.630660,1
5.574144,-3.184370,20.141830,6.466457,-1327.341000,1,10.000000,2.432852,1
5.451127,-1.954627,16.650420,5.305549,-1368.124000,1,10.000000,2.754915,0
5.265605,-2.495323,16.343300,5.543756,200.658500,0,10.000000,2.780578,0
5.414583,-2.441360,19.397790,-8.418227,-765.803200,1,10.000000,2.645082,1
5.274697,-2.376407,19.064460,6.264210,-1388.911000,1,10.000000,2.795737,0
5.177134,-2.788613,18.880470,6.131949,-1346.191000,1,10.000000,2.830770,1
5.164702,-2.490497,16.203150,5.550460,200.097800,0,10.000000,2.880713,0
5.324776,-2.534943,14.711260,5.220885,224.617400,0,10.000000,2.715345,0
5.459714,-1.901206,15.774300,4.941188,170.446100,0,10.000000,2.767743,0
5.207969,-2.948335,20.235730,6.678624,-1361.838000,1,10.000000,2.792509,1
5.362507,-3.302956,19.119930,6.492853,-1312.848000,1,10.000000,2.654835,1
5.229775,-3.243864,16.205850,6.257653,236.257400,0,10.000000,2.780938,1
5.423766,-1.834031,21.420290,-7.633061,-768.103100,1,10.000000,2.827802,1
5.448845,-2.949171,15.235280,5.595165,241.748000,0,10.000000,2.551661,1
5.335146,-1.908686,18.023680,5.757596,-1408.070000,1,10.000000,2.879655,0
5.482480,-3.197354,18.356600,-9.409883,-764.273900,1,10.000000,2.525244,1
5.352151,-3.108894,17.387660,6.251215,222.360000,0,10.000000,2.650087,1
5.183767,-2.279455,17.236680,5.538122,-1357.522000,1,10.000000,2.906949,0
5.320779,-2.098161,17.990630,5.696142,-1387.229000,1,10.000000,2.826931,0
5.406878,-3.209595,17.231780,-9.280163,762.747500,0,10.000000,2.601579,1
