spinType,speed,spinAmount,timeSinceRelease,ballPosX,ballPosY,ballVelX,ballVelY,ballAngularVel,distanceToStumps,distanceToPad,hitPad, reachedPad, willHitStumps
0,0.784475,10.000000,0.766695,4.877105,-2.599225,14.524080,5.193800,227.642300,3.148506,0.749254,0,0,0
0,0.784475,10.000000,0.833473,5.748550,-2.311141,14.524080,4.605200,226.960700,2.354475,0.449766,1,1,0
0,0.790253,10.000000,0.066074,-6.067983,0.722261,15.249020,-4.743971,788.326100,14.552090,12.183310,0,0,0
0,0.790253,10.000000,0.116649,-5.153042,0.414079,15.249020,-5.332571,785.965800,13.588910,11.218570,0,0,0
0,0.790253,10.000000,0.183122,-4.238101,0.070581,15.249020,-5.921171,783.612500,12.617430,10.244210,0,0,0
0,0.790253,10.000000,0.249918,-3.018180,-0.442353,15.249020,-6.705970,780.485800,11.311140,8.931781,0,0,0
0,0.790253,10.000000,0.316615,-2.103240,-0.868255,15.249020,-7.294570,778.148900,10.325690,7.940026,0,0,0
0,0.790253,10.000000,0.382917,-1.188299,-1.329473,15.249020,-7.883170,775.819100,9.338924,6.946039,0,0,0
0,0.790253,10.000000,0.432987,-0.273358,-1.826007,15.249020,-8.471770,773.496200,8.356237,5.956910,0,0,0
0,0.790253,10.000000,0.499919,0.641583,-2.357857,15.249020,-9.060371,771.180300,7.386383,4.986098,0,0,0
0,0.790253,10.000000,0.549938,1.556524,-2.925023,15.249020,-9.648973,768.871200,6.443913,4.060709,0,0,0
0,0.790253,10.000000,0.599958,2.166485,-3.322754,15.249020,-10.041370,767.335700,5.842437,3.495451,0,0,0
0,0.790253,10.000000,0.649968,3.030750,-2.935261,14.404420,6.262023,202.697400,4.969672,2.589638,0,0,0
0,0.790253,10.000000,0.699978,3.606926,-2.696552,14.404420,5.869623,202.292600,4.403542,2.006559,0,0,0
0,0.790253,10.000000,0.766191,4.759279,-2.266222,14.404420,5.084824,201.485400,3.322755,0.976386,0,0,0
0,0.790253,10.000000,0.816561,5.335456,-2.074602,14.404420,4.692424,201.083000,2.820666,0.720968,0,0,0
0,0.790253,10.000000,0.833091,5.623544,-1.984677,14.404420,4.496224,200.882100,2.584265,0.755396,1,1,0
1,0.959321,10.000000,0.066302,-5.876834,0.724019,18.719430,-4.795885,-788.326100,14.367840,12.000670,0,0,1
1,0.959321,10.000000,0.116372,-4.753668,0.412722,18.719430,-5.384485,-785.965800,13.202380,10.835490,0,0,1
1,0.959321,10.000000,0.183304,-3.630502,0.066109,18.719430,-5.973084,-783.612500,12.027870,9.660065,0,0,1
1,0.959321,10.000000,0.233324,-2.507337,-0.315820,18.719430,-6.561684,-781.266300,10.844770,8.474477,0,0,1
1,0.959321,10.000000,0.283343,-1.758560,-0.590059,18.719430,-6.954084,-779.706100,10.051730,7.678695,0,0,1
1,0.959321,10.000000,0.333353,-0.635394,-1.030848,18.719430,-7.542684,-777.371500,8.857064,6.477949,0,0,1
1,0.959321,10.000000,0.383364,0.113383,-1.344327,18.719430,-7.935083,-775.819100,8.058536,5.673964,0,0,1
1,0.959321,10.000000,0.449576,1.610936,-2.018374,18.719430,-8.719885,-772.723400,6.464033,4.066618,0,0,1
1,0.959321,10.000000,0.499946,2.359713,-2.378941,18.719430,-9.112286,-771.180300,5.674376,3.273276,0,0,1
1,0.959321,10.000000,0.549965,3.482879,-2.949222,18.719430,-9.700887,-768.871200,4.517407,2.140387,0,0,1
1,0.959321,10.000000,0.617345,4.588212,-3.188336,17.886730,6.364436,-1317.999000,3.416982,1.118582,0,0,1
1,0.959321,10.000000,0.667647,5.303681,-2.945531,17.886730,5.972036,-1315.367000,2.696869,0.371390,1,0,1
1,0.959321,10.000000,0.684215,5.661416,-2.830014,17.886730,5.775836,-1314.053000,2.344754,0.102202,1,1,1
1,0.959670,10.000000,0.050049,-6.237704,0.896997,19.057390,-2.673177,-789.114500,14.761400,12.396260,0,0,1
1,0.959670,10.000000,0.100066,-5.094261,0.713063,19.057390,-3.261776,-786.751800,13.610530,11.250310,0,0,1
